ids,DataVizRoles_collapsed,YearsDataVizExperience,DataVizCentralityFreelance,ToolsChoiceFreelance,DataVizCentralityEmployee,ToolsChoiceEmployee,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,ChartsUsed_BeeSwarm,ChartsUsed_Histogram,ChartsUsed_3D,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Flow,ChartsUsed_Waffle,ChartsUsed_Line,ChartsUsed_Scatterplot,ChartsUsed_DotPlot,ChartsUsed_Treemap,ChartsUsed_Heatmap,ChartsUsed_Boxplot,ChartsUsed_Hexbin,ChartsUsed_ChoroplethMap,ChartsUsed_OtherGeospatialMap,ChartsUsed_Other__,AI_DataViz_Use,AI_DataViz_Tasks_,AI_DataViz_Tasks_Prep,AI_DataViz_Tasks_Analysis,AI_DataViz_Tasks_Storyboarding,AI_DataViz_Tasks_Visualizations,AI_DataViz_Tasks_VizTasksTeams,AI_DataViz_Tasks_Other,AI_DataViz_Workflow__,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,DV_Technologies2,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,DV_Technologies3,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_AdminPersonnel,AudienceFreelance_DataVizEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_AdminPersonnel,AudienceEmployee_DataVizEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,DataVizSharingChannels_,DataVizSharingChannels_EmbeddedInTool,DataVizSharingChannels_Dashboard,DataVizSharingChannels_Scrollytelling,DataVizSharingChannels_StaticWebPage,DataVizSharingChannels_InteractiveNotebook,DataVizSharingChannels_DocumentOrReport,DataVizSharingChannels_Presentations,DataVizSharingChannels_Email,DataVizSharingChannels_NewspaperorMagazine,DataVizSharingChannels_PeerReviewedJournal,DataVizSharingChannels_PrintedOnPaper,DataVizSharingChannels_OtherPhysicalMedium,DataVizSharingChannels_VRorAR,DataVizSharingChannels_Installation,DataVizSharingChannels_App,DataVizSharingChannels_Video,DataVizSharingChannels_SocialMedia,DataVizSharingChannels_Other__
15I5,Employee,2,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,"1,000–4,999 employees",x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Funnels,Yes,2,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Marketers,2,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
16QO,Employee,5,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Public Library,100–499 employees,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Rarely,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Industry-specific software based on Microstrategy,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,4,x,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
172b,Employee,10,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Social science research,20–99 employees,not chosen,x,not chosen,x,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Sometimes,Never,Never,Sometimes,Often,Never,Never,Never,Never,Never,Never,Never,not chosen,Often,Never,Rarely,Rarely,Never,Never,Never,Often,Sometimes,Never,Rarely,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,custom software called MonQcle,Illustrator; Excel,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,x,x,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,5,not chosen,not chosen,not chosen,x,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
1786,Freelance,3,"Data visualization is one of several things I do in my freelance work, but not a primary or secondary focus in my projects.",I’m able to choose my own tools.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,not chosen,x,x,not chosen,not chosen,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,Yes,3,x,x,not chosen,x,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,6,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,x,not chosen,x,Marketers,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
17B2,Employee,Less than 1 year,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,"5,000+ employees",not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Yes,6,x,x,x,x,x,Ptepare specific formulas in Looker Studio,Sincr I've just started on Reporting and Dataviz I always learn from ChatGPT. I plan to build a Dashboard for reporting on Looker Studio with the assitance of ChatGPT.,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Often,Often,Never,not chosen,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,not chosen,Looker Studio and Sheets,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,2,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
1A4z,Freelance,18,"Data visualization is an important secondary part of my freelance work, but not the primary focus.",Clients choose the tool(s) and it causes some problems.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,x,x,not chosen,x,not chosen,not chosen,Yes,1,not chosen,not chosen,not chosen,not chosen,not chosen,formula and code trouble shooting,not chosen,Never,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Never,not chosen,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Often,Sometimes,Often,Often,not chosen,Sometimes,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,no,Tableau; Power BI; Excel,9,not chosen,x,not chosen,x,x,x,x,x,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,7,x,x,not chosen,x,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen
1bow,Hobbyist,5,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,x,not chosen,not chosen,x,not chosen,not chosen,x,x,x,x,not chosen,x,not chosen,x,x,x,Connected scatter; Small multiples map; Network graph;,Yes,2,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Rarely,Sometimes,Sometimes,Often,Sometimes,Rarely,Never,Never,Rarely,Rarely,not chosen,Rarely,Rarely,Never,Never,Often,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,not chosen,Often,Sometimes,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen
1bv4,Academic,More than 30,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,x,x,x,not chosen,not chosen,x,not chosen,Yes,4,x,x,x,x,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau;Knime,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen
1d3z,EmployeeANDFreelance,More than 30,"Data visualization is an important secondary part of my freelance work, but not the primary focus.",I’m able to choose my own tools.,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,500–999 employees,not chosen,x,x,x,x,x,not chosen,x,x,x,not chosen,x,x,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,Often,Often,Never,Rarely,Often,Sometimes,Never,Never,Never,Never,Sometimes,Never,not chosen,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Often,not chosen,Sometimes,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,not chosen,4,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,7,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,x,not chosen,x,x,x,not chosen,not chosen,5,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
1d9z,Employee,3,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes some problems.,3,not chosen,not chosen,x,not chosen,x,not chosen,Hardware,"5,000+ employees",not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,Gauge; Utilization; Area,Yes,2,x,not chosen,not chosen,not chosen,not chosen,Assisting with code development,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,amCharts; javascript,javascript;,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,3,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
1dZ0,EmployeeAND,16,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes some problems.,2,not chosen,not chosen,x,not chosen,not chosen,not chosen,Disaster Response,"1,000–4,999 employees",not chosen,not chosen,not chosen,x,x,x,not chosen,x,x,not chosen,not chosen,x,not chosen,x,x,x,hand drawn;,Yes,1,not chosen,not chosen,not chosen,not chosen,not chosen,satellite imagery processing,not chosen,Often,Never,Never,Rarely,Never,Often,Never,Never,Sometimes,Never,Rarely,Rarely,Never,not chosen,Often,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Rarely,Sometimes,not chosen,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,not chosen,Felt;,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,8,x,x,not chosen,x,not chosen,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen
1.00E+63,Employee,5,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Diplomacy; humanitarian assistance; intelligence,"5,000+ employees",not chosen,x,not chosen,x,x,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,x,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Sometimes,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,not chosen,Often,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,not chosen,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Avenza MAPublisher,Adobe Illustrator; Avenza MAPublisher; Excel,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,4,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
1eW1,Freelance,5,not chosen,not chosen,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,x,x,not chosen,x,x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Rarely,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
1fHY,Employee,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
1H1C,Academic,15,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,x,x,not chosen,x,x,not chosen,not chosen,x,x,x,x,x,x,not chosen,x,x,"violin; density plot, spaghetti chart",No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Often,Never,Never,Rarely,Never,not chosen,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Rarely,Never,Rarely,not chosen,Sometimes,Rarely,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,not chosen,R; ggplot,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,not chosen,not chosen,not chosen,not chosen,x,x,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
1ix2,OtherCombo,6,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
1ja6,Employee,10,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,"1,000–4,999 employees",not chosen,x,not chosen,x,x,not chosen,not chosen,x,x,not chosen,x,not chosen,x,not chosen,not chosen,x,not chosen,Yes,1,not chosen,x,not chosen,not chosen,not chosen,not chosen,Natural langage interaction with data => speech to SQL query with DatabricksGenie / Speech to chart with Tableau Einstein,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,4,x,x,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
